Location,Date,Time,Traffic_Status
Nellore,2025-05-22,19:08,High
Kurnool,2025-01-09,08:58,High
Krishna,2025-12-16,00:58,High
East Godavari,2025-08-08,14:08,Medium
Vizianagaram,2025-11-17,09:51,High
Guntur,2025-10-07,02:36,Low
YSR Kadapa,2025-02-10,22:51,High
Anantapur,2025-11-24,07:08,Medium
Chittoor,2025-05-13,00:37,Medium
Chittoor,2025-05-25,19:45,Low
Vizianagaram,2025-01-22,01:51,High
Chittoor,2025-03-06,23:41,High
YSR Kadapa,2025-06-26,04:05,Low
Visakhapatnam,2025-10-03,09:14,High
East Godavari,2025-05-28,07:51,Low
Visakhapatnam,2025-11-16,17:06,Medium
Kurnool,2025-07-18,21:22,High
YSR Kadapa,2025-01-22,13:05,High
Nellore,2025-09-17,08:02,High
Srikakulam,2025-02-27,22:08,High
Prakasam,2025-09-16,08:20,Medium
Krishna,2025-08-03,07:47,Low
Anantapur,2025-05-07,11:54,Low
Prakasam,2025-03-25,12:43,Low
Krishna,2025-03-14,17:36,Medium
Nellore,2025-09-01,01:21,Low
Prakasam,2025-02-20,06:52,Medium
Srikakulam,2025-12-28,13:39,Medium
Visakhapatnam,2025-08-22,13:29,High
Visakhapatnam,2025-10-28,08:20,High
Guntur,2025-01-11,19:38,Low
Kurnool,2025-08-10,03:50,High
East Godavari,2025-12-21,08:09,Low
YSR Kadapa,2025-04-12,10:14,Medium
YSR Kadapa,2025-02-28,13:26,Medium
West Godavari,2025-06-19,20:17,Low
East Godavari,2025-12-03,15:14,High
West Godavari,2025-10-18,10:02,Medium
Prakasam,2025-11-16,15:03,High
Anantapur,2025-11-04,13:08,High
West Godavari,2025-11-21,04:32,Low
Guntur,2025-12-14,19:31,Medium
Krishna,2025-08-07,03:07,Medium
Krishna,2025-05-05,06:07,Low
Krishna,2025-03-17,05:32,Low
Srikakulam,2025-09-20,14:15,High
YSR Kadapa,2025-09-09,09:58,Medium
Guntur,2025-02-23,23:21,Low
Srikakulam,2025-11-03,02:17,Low
Guntur,2025-08-24,00:37,Low
Visakhapatnam,2025-03-13,11:00,Medium
Nellore,2025-08-03,16:49,Medium
Prakasam,2025-03-26,15:30,High
Guntur,2025-11-16,20:00,High
Prakasam,2025-03-23,16:59,High
Visakhapatnam,2025-09-16,06:55,Medium
West Godavari,2025-01-28,09:07,Low
Anantapur,2025-11-11,07:55,Low
Guntur,2025-06-11,09:29,High
Srikakulam,2025-03-17,20:50,Low
Visakhapatnam,2025-07-14,15:33,Low
Krishna,2025-12-23,00:31,Medium
East Godavari,2025-11-23,01:19,High
Chittoor,2025-06-14,06:34,Low
East Godavari,2025-11-22,08:17,Medium
East Godavari,2025-12-26,17:34,Low
East Godavari,2025-06-07,12:16,Low
YSR Kadapa,2025-09-08,20:24,Medium
Visakhapatnam,2025-12-18,05:46,Medium
Prakasam,2025-12-13,19:35,Low
Chittoor,2025-04-15,17:06,Low
YSR Kadapa,2025-07-02,22:26,Low
East Godavari,2025-03-14,04:31,Medium
Chittoor,2025-02-03,21:00,Low
Krishna,2025-10-21,10:16,Low
Kurnool,2025-09-18,00:20,High
Chittoor,2025-04-17,06:41,Medium
East Godavari,2025-07-17,23:35,Low
Prakasam,2025-01-26,11:34,High
Prakasam,2025-11-12,18:38,Medium
Nellore,2025-04-02,05:40,Medium
East Godavari,2025-10-13,12:02,Medium
Anantapur,2025-04-01,16:15,Low
Anantapur,2025-07-03,11:15,High
Chittoor,2025-05-17,07:56,High
Anantapur,2025-02-02,21:24,Medium
Nellore,2025-02-09,13:05,High
Visakhapatnam,2025-10-09,01:23,High
Krishna,2025-08-21,11:25,Low
Kurnool,2025-02-04,00:47,Low
Chittoor,2025-05-05,10:11,Low
Nellore,2025-03-27,04:26,Medium
Visakhapatnam,2025-11-21,19:34,Medium
Anantapur,2025-09-10,08:02,Medium
Srikakulam,2025-10-14,07:23,Medium
Nellore,2025-06-08,16:19,High
East Godavari,2025-09-17,00:46,Medium
Srikakulam,2025-12-11,01:17,Medium
Vizianagaram,2025-10-15,18:14,Medium
West Godavari,2025-06-23,19:39,Low
Srikakulam,2025-08-11,15:07,Low
Nellore,2025-02-16,17:11,High
West Godavari,2025-09-18,20:14,High
Krishna,2025-05-21,22:10,High
Chittoor,2025-11-28,11:12,High
Krishna,2025-02-06,07:37,High
West Godavari,2025-09-10,12:40,Low
Kurnool,2025-11-13,13:38,Medium
East Godavari,2025-07-11,02:00,Low
Vizianagaram,2025-09-15,22:46,Low
YSR Kadapa,2025-07-03,04:47,Low
Chittoor,2025-02-22,05:01,Medium
Krishna,2025-03-23,15:42,High
Chittoor,2025-01-20,19:14,Low
YSR Kadapa,2025-09-22,08:49,High
Krishna,2025-10-20,07:51,High
Krishna,2025-03-15,13:07,High
Krishna,2025-10-17,16:40,Low
Guntur,2025-10-15,10:32,Medium
West Godavari,2025-07-26,21:00,Low
East Godavari,2025-03-28,07:13,Medium
West Godavari,2025-07-10,10:46,Low
YSR Kadapa,2025-02-25,09:21,Medium
Nellore,2025-09-11,23:15,Medium
Anantapur,2025-11-22,15:09,Low
Guntur,2025-05-04,08:20,High
Anantapur,2025-07-11,14:38,Medium
Krishna,2025-10-21,14:00,Low
Guntur,2025-07-14,14:05,Medium
Vizianagaram,2025-03-10,21:32,High
Prakasam,2025-02-07,03:37,High
Nellore,2025-10-17,17:40,High
Krishna,2025-05-11,23:36,Medium
Srikakulam,2025-12-17,16:57,Low
Nellore,2025-05-20,18:22,Medium
Guntur,2025-12-14,06:37,Low
Krishna,2025-01-14,10:13,High
Nellore,2025-10-10,20:21,Low
Krishna,2025-01-26,18:30,High
Visakhapatnam,2025-02-09,04:38,Medium
Prakasam,2025-05-01,00:58,Medium
Visakhapatnam,2025-05-07,02:30,High
YSR Kadapa,2025-09-11,00:18,High
Vizianagaram,2025-01-19,03:25,Medium
YSR Kadapa,2025-09-08,18:48,Medium
Visakhapatnam,2025-03-19,02:22,High
Chittoor,2025-02-15,08:33,Medium
Srikakulam,2025-05-04,20:35,Low
YSR Kadapa,2025-08-24,20:26,High
YSR Kadapa,2025-05-23,17:35,Medium
Krishna,2025-08-08,00:28,Low
Krishna,2025-04-16,12:53,Low
East Godavari,2025-11-12,17:18,Medium
Chittoor,2025-09-22,08:56,Medium
Visakhapatnam,2025-04-23,16:57,High
Anantapur,2025-11-22,04:32,Medium
Guntur,2025-08-18,11:49,Low
Nellore,2025-06-10,18:50,High
Srikakulam,2025-06-24,19:27,Medium
Nellore,2025-07-12,18:35,High
Anantapur,2025-10-17,09:10,Medium
Visakhapatnam,2025-12-13,14:16,Medium
Kurnool,2025-12-08,17:52,Medium
Prakasam,2025-04-15,18:48,Medium
Visakhapatnam,2025-01-17,13:11,High
Prakasam,2025-02-21,00:26,High
Chittoor,2025-07-26,08:52,High
East Godavari,2025-08-07,14:50,Low
Guntur,2025-02-26,06:47,High
Visakhapatnam,2025-06-15,06:10,High
East Godavari,2025-11-26,05:17,Medium
Prakasam,2025-05-14,19:05,Low
Krishna,2025-09-25,10:23,Medium
Krishna,2025-01-15,15:33,Low
East Godavari,2025-01-23,21:24,Medium
YSR Kadapa,2025-11-14,16:39,Medium
Anantapur,2025-10-20,09:06,Low
Vizianagaram,2025-04-11,01:38,High
East Godavari,2025-10-12,16:02,Low
Krishna,2025-12-13,15:13,Low
YSR Kadapa,2025-12-08,05:56,Low
Krishna,2025-03-02,13:49,Medium
Anantapur,2025-02-16,15:52,Low
Srikakulam,2025-06-03,07:42,Low
Nellore,2025-11-03,19:12,High
Guntur,2025-06-05,08:39,Medium
Chittoor,2025-08-17,19:19,High
West Godavari,2025-09-02,08:30,Medium
Kurnool,2025-08-21,12:18,Low
Nellore,2025-02-21,17:34,Medium
Chittoor,2025-04-24,21:56,Low
Prakasam,2025-05-02,18:36,Medium
Prakasam,2025-12-10,13:39,High
Krishna,2025-10-02,22:58,Medium
Srikakulam,2025-11-06,15:01,High
Prakasam,2025-01-28,17:34,Medium
Anantapur,2025-02-11,11:37,High
Srikakulam,2025-08-19,02:55,Low
Krishna,2025-06-18,23:38,Low
East Godavari,2025-02-25,04:09,High
Anantapur,2025-06-12,00:22,High
Kurnool,2025-11-13,15:27,Low
Krishna,2025-10-16,04:53,Low
Prakasam,2025-02-23,15:03,High
Kurnool,2025-04-08,06:07,Medium
Kurnool,2025-02-04,11:27,Medium
Prakasam,2025-12-23,01:00,Medium
Chittoor,2025-10-25,20:16,Low
Visakhapatnam,2025-08-07,20:29,High
Kurnool,2025-04-24,09:14,High
Kurnool,2025-02-25,20:50,Low
Srikakulam,2025-01-18,04:04,Low
Srikakulam,2025-03-21,00:28,Medium
West Godavari,2025-09-11,17:38,Medium
Guntur,2025-05-06,22:54,High
Kurnool,2025-06-08,07:01,Medium
Vizianagaram,2025-08-08,19:04,Low
Chittoor,2025-11-07,09:35,Low
West Godavari,2025-01-22,17:57,Low
Srikakulam,2025-10-07,09:42,Medium
YSR Kadapa,2025-09-03,09:44,Low
East Godavari,2025-03-11,07:04,Low
YSR Kadapa,2025-09-12,19:29,High
Guntur,2025-03-03,02:29,High
Krishna,2025-01-27,17:54,High
Guntur,2025-04-14,04:56,High
Srikakulam,2025-10-03,15:13,Medium
Kurnool,2025-06-14,01:07,Medium
Chittoor,2025-11-14,06:13,Medium
Anantapur,2025-10-08,23:28,High
Guntur,2025-05-10,08:34,High
Anantapur,2025-11-19,01:22,High
West Godavari,2025-11-13,07:50,Medium
Anantapur,2025-10-15,00:04,High
Chittoor,2025-10-22,17:46,Medium
Krishna,2025-02-17,03:13,High
Anantapur,2025-12-08,03:08,High
YSR Kadapa,2025-11-09,09:41,High
Guntur,2025-03-10,10:52,High
Vizianagaram,2025-09-21,15:19,Medium
YSR Kadapa,2025-11-15,18:26,Low
Vizianagaram,2025-03-23,01:24,Medium
Nellore,2025-03-08,23:45,Medium
Krishna,2025-06-03,17:50,High
Nellore,2025-07-20,22:42,Low
Chittoor,2025-11-03,08:00,Medium
YSR Kadapa,2025-05-10,12:44,Low
West Godavari,2025-11-23,11:06,High
Visakhapatnam,2025-08-12,23:38,Medium
YSR Kadapa,2025-08-01,01:12,Medium
West Godavari,2025-05-24,01:52,Low
Krishna,2025-11-18,17:53,Low
Visakhapatnam,2025-02-08,22:02,Medium
Anantapur,2025-02-13,05:57,High
East Godavari,2025-09-15,14:33,High
YSR Kadapa,2025-05-28,20:10,Medium
Prakasam,2025-04-10,00:50,Medium
Anantapur,2025-04-26,22:01,High
YSR Kadapa,2025-07-27,07:51,High
Prakasam,2025-06-18,00:48,Medium
Chittoor,2025-06-22,10:55,Medium
Chittoor,2025-04-11,23:45,Low
Guntur,2025-08-13,06:45,Low
Visakhapatnam,2025-07-14,15:51,Medium
West Godavari,2025-01-15,17:56,High
Krishna,2025-10-13,12:18,Medium
YSR Kadapa,2025-11-23,17:38,High
Prakasam,2025-12-21,11:06,Low
Nellore,2025-05-11,08:50,Low
YSR Kadapa,2025-11-13,00:44,Low
Anantapur,2025-05-02,01:28,Low
Chittoor,2025-03-06,08:28,Medium
East Godavari,2025-04-27,20:01,Medium
Krishna,2025-12-07,01:01,Medium
Guntur,2025-03-27,18:27,Low
Vizianagaram,2025-11-01,03:51,Medium
East Godavari,2025-08-18,22:25,Low
Prakasam,2025-12-27,01:25,Low
Nellore,2025-05-27,15:54,High
Prakasam,2025-03-04,05:01,Medium
Prakasam,2025-12-21,12:23,High
YSR Kadapa,2025-08-19,20:27,Medium
West Godavari,2025-09-21,08:25,Low
Visakhapatnam,2025-01-21,06:59,Medium
Srikakulam,2025-06-15,17:55,Low
Krishna,2025-11-27,22:19,Low
Visakhapatnam,2025-12-24,10:21,Low
Krishna,2025-08-20,09:33,Low
Nellore,2025-12-16,23:12,Medium
Nellore,2025-03-22,10:03,Medium
Nellore,2025-11-20,12:12,Low
West Godavari,2025-08-25,09:43,High
Prakasam,2025-09-13,10:05,High
Guntur,2025-11-11,22:25,High
Chittoor,2025-04-04,01:19,Low
Vizianagaram,2025-10-27,15:40,High
Srikakulam,2025-05-23,16:13,Low
Visakhapatnam,2025-06-17,05:37,Medium
YSR Kadapa,2025-01-01,00:01,Low
Nellore,2025-11-17,04:08,Medium
East Godavari,2025-07-13,10:09,Low
Chittoor,2025-12-25,03:31,Low
West Godavari,2025-06-21,15:19,Medium
Vizianagaram,2025-10-08,08:22,Medium
Anantapur,2025-12-28,04:42,Low
Krishna,2025-11-02,11:25,Medium
YSR Kadapa,2025-03-11,21:08,Medium
Chittoor,2025-01-06,12:03,Low
YSR Kadapa,2025-07-24,06:56,Medium
Nellore,2025-07-21,14:41,High
YSR Kadapa,2025-09-06,03:12,Medium
Srikakulam,2025-01-21,21:13,Low
Vizianagaram,2025-01-24,01:50,Medium
Nellore,2025-11-09,14:14,High
Prakasam,2025-11-04,08:52,Medium
Anantapur,2025-12-06,17:03,Medium
Kurnool,2025-05-22,07:02,High
Prakasam,2025-09-24,13:07,High
Krishna,2025-10-27,03:19,Medium
West Godavari,2025-06-27,06:29,High
Nellore,2025-02-17,01:49,Low
Guntur,2025-09-09,02:26,Medium
Visakhapatnam,2025-09-14,01:07,Low
Prakasam,2025-07-06,15:08,Medium
Chittoor,2025-11-04,03:41,Medium
YSR Kadapa,2025-01-15,08:00,High
West Godavari,2025-11-03,06:13,High
Nellore,2025-07-01,08:44,Low
Srikakulam,2025-03-17,16:28,High
Visakhapatnam,2025-11-23,06:21,Medium
Prakasam,2025-07-16,10:35,Low
Anantapur,2025-12-11,11:21,Medium
West Godavari,2025-01-24,14:30,Low
Chittoor,2025-09-05,04:00,High
Krishna,2025-12-24,21:19,Medium
East Godavari,2025-06-21,21:47,Low
West Godavari,2025-09-01,18:30,Medium
YSR Kadapa,2025-05-18,14:09,Low
YSR Kadapa,2025-03-03,23:46,High
Kurnool,2025-12-04,10:18,Low
Srikakulam,2025-12-21,04:35,Medium
Anantapur,2025-09-23,01:31,High
YSR Kadapa,2025-07-02,19:59,Medium
Vizianagaram,2025-07-07,21:15,High
Krishna,2025-08-09,03:15,High
Srikakulam,2025-06-12,23:55,High
YSR Kadapa,2025-12-07,10:46,High
Guntur,2025-04-09,01:55,Low
Krishna,2025-05-05,22:36,High
Visakhapatnam,2025-01-24,06:14,High
Prakasam,2025-01-12,14:17,Medium
Vizianagaram,2025-05-19,20:00,Medium
West Godavari,2025-04-06,12:38,Low
Visakhapatnam,2025-05-25,00:56,Medium
Srikakulam,2025-04-07,05:43,Medium
Chittoor,2025-04-17,17:34,High
Anantapur,2025-03-20,00:57,Medium
Kurnool,2025-06-05,09:17,High
Visakhapatnam,2025-01-10,17:49,High
West Godavari,2025-02-01,16:10,High
Nellore,2025-09-23,13:07,Low
Vizianagaram,2025-05-26,12:02,Low
Anantapur,2025-12-03,08:22,High
Prakasam,2025-12-15,03:43,High
Prakasam,2025-06-28,08:43,Low
Srikakulam,2025-12-11,05:50,Low
Guntur,2025-06-02,22:55,Low
Anantapur,2025-08-14,08:04,Medium
Guntur,2025-03-22,12:35,Low
Chittoor,2025-09-04,04:00,Medium
East Godavari,2025-02-05,03:18,Low
Visakhapatnam,2025-01-26,08:12,Low
Krishna,2025-02-11,08:42,High
Anantapur,2025-06-28,20:30,Low
East Godavari,2025-07-28,04:37,High
Krishna,2025-08-04,14:39,Low
Anantapur,2025-09-11,22:14,Low
Anantapur,2025-03-06,16:49,Medium
East Godavari,2025-10-08,14:40,Medium
Kurnool,2025-02-20,02:26,High
Anantapur,2025-03-23,10:23,Medium
Srikakulam,2025-09-23,12:49,Medium
East Godavari,2025-12-07,14:42,High
YSR Kadapa,2025-07-06,01:58,Medium
Chittoor,2025-06-13,21:59,Low
YSR Kadapa,2025-11-18,23:55,Low
YSR Kadapa,2025-03-04,12:51,High
Srikakulam,2025-10-27,02:16,High
Kurnool,2025-07-03,12:38,High
Chittoor,2025-02-02,13:08,Low
Kurnool,2025-10-02,04:06,Medium
Nellore,2025-12-20,05:53,High
Anantapur,2025-03-09,01:32,High
Chittoor,2025-05-02,16:43,High
East Godavari,2025-02-13,05:29,Low
Guntur,2025-05-02,04:16,Low
West Godavari,2025-05-27,11:29,Low
Visakhapatnam,2025-03-03,01:52,Low
Srikakulam,2025-03-27,01:52,High
Chittoor,2025-12-03,10:36,Medium
Srikakulam,2025-12-28,00:36,Medium
East Godavari,2025-04-17,18:06,Low
Visakhapatnam,2025-04-24,23:06,Medium
Krishna,2025-12-04,10:32,Low
East Godavari,2025-12-07,06:41,Low
West Godavari,2025-11-07,09:29,High
YSR Kadapa,2025-09-18,22:08,High
Nellore,2025-09-01,01:15,High
Vizianagaram,2025-04-18,01:58,High
Vizianagaram,2025-04-25,08:01,Medium
Kurnool,2025-01-19,10:13,Low
West Godavari,2025-08-12,16:17,Medium
Anantapur,2025-02-21,20:12,High
Srikakulam,2025-07-05,17:08,Medium
Nellore,2025-06-25,02:36,Low
Visakhapatnam,2025-03-13,13:59,Medium
Nellore,2025-08-22,17:46,Medium
East Godavari,2025-04-15,12:47,Low
Kurnool,2025-06-18,19:54,Medium
Krishna,2025-11-09,09:06,Low
Guntur,2025-11-12,01:58,High
Visakhapatnam,2025-08-21,17:36,Medium
Anantapur,2025-07-02,23:29,Low
Prakasam,2025-11-01,12:43,Low
Nellore,2025-03-12,11:36,Low
Visakhapatnam,2025-12-01,02:59,Medium
West Godavari,2025-11-11,22:12,Low
West Godavari,2025-05-13,07:21,Medium
Nellore,2025-05-06,04:00,Medium
YSR Kadapa,2025-08-25,13:50,High
Anantapur,2025-06-08,16:40,Medium
Krishna,2025-01-13,15:46,High
East Godavari,2025-06-09,02:43,High
Srikakulam,2025-02-04,18:42,Low
Prakasam,2025-07-10,18:45,Medium
Srikakulam,2025-06-13,03:09,Medium
Guntur,2025-03-04,09:12,Low
Visakhapatnam,2025-02-01,03:07,High
Krishna,2025-01-20,19:06,Medium
Anantapur,2025-11-01,19:48,Medium
East Godavari,2025-08-11,19:49,High
Nellore,2025-11-16,19:23,Medium
West Godavari,2025-06-03,14:44,High
YSR Kadapa,2025-07-12,18:28,Medium
Kurnool,2025-08-15,22:26,High
Srikakulam,2025-07-20,05:03,Medium
Vizianagaram,2025-03-08,07:19,Low
Anantapur,2025-02-21,13:18,Medium
Krishna,2025-10-25,04:10,Low
East Godavari,2025-07-27,09:09,Medium
Kurnool,2025-09-28,12:31,Medium
Prakasam,2025-08-26,00:15,High
Nellore,2025-10-07,22:17,High
Chittoor,2025-03-02,20:04,Low
Prakasam,2025-02-05,17:26,High
Guntur,2025-01-12,19:01,High
Kurnool,2025-12-27,12:01,Low
Guntur,2025-12-05,13:03,Low
Nellore,2025-09-17,04:17,Medium
Chittoor,2025-04-16,00:25,High
Chittoor,2025-03-27,14:57,Medium
Guntur,2025-02-05,03:54,Medium
Kurnool,2025-06-11,05:40,Medium
Prakasam,2025-05-19,07:08,Medium
Srikakulam,2025-09-25,14:03,Low
Nellore,2025-12-28,14:29,Low
Guntur,2025-03-26,01:26,High
YSR Kadapa,2025-04-11,04:09,High
Guntur,2025-09-24,14:26,High
Visakhapatnam,2025-03-10,00:27,Medium
Kurnool,2025-11-20,07:53,High
Anantapur,2025-06-13,10:12,Low
Vizianagaram,2025-04-21,00:36,High
Guntur,2025-12-17,12:19,High
Vizianagaram,2025-07-13,17:34,High
Kurnool,2025-09-12,12:55,Medium
East Godavari,2025-10-27,18:53,Low
Anantapur,2025-05-20,10:42,High
Vizianagaram,2025-08-27,03:32,Medium
Nellore,2025-03-09,00:28,Medium
Srikakulam,2025-05-17,01:17,Low
Anantapur,2025-01-18,19:53,Medium
YSR Kadapa,2025-06-19,23:42,High
Srikakulam,2025-09-01,03:06,Low
Chittoor,2025-04-07,18:38,High
Srikakulam,2025-11-20,19:32,High
Prakasam,2025-05-18,00:12,High
Srikakulam,2025-06-02,23:30,Medium
Prakasam,2025-03-17,17:53,High
Srikakulam,2025-08-21,17:45,Medium
East Godavari,2025-07-27,07:14,Medium
Chittoor,2025-06-23,02:30,High
Anantapur,2025-02-20,11:43,High
Nellore,2025-05-15,13:53,Low
Krishna,2025-05-25,22:05,Low
East Godavari,2025-08-25,10:03,Low
Srikakulam,2025-12-02,00:12,Medium
Prakasam,2025-06-20,00:51,Medium
Vizianagaram,2025-06-01,03:55,High
Prakasam,2025-09-21,20:55,High
Guntur,2025-05-26,02:40,Low
Visakhapatnam,2025-05-16,18:30,High
Visakhapatnam,2025-02-19,12:13,High
Prakasam,2025-08-06,22:42,Medium
Prakasam,2025-09-27,04:01,Medium
Srikakulam,2025-09-13,08:35,Medium
Krishna,2025-08-05,02:55,Low
Kurnool,2025-07-18,09:53,Low
Visakhapatnam,2025-05-23,11:33,Medium
Srikakulam,2025-09-16,18:14,Medium
Kurnool,2025-08-19,00:05,Low
East Godavari,2025-10-09,06:26,Medium
Nellore,2025-08-14,14:29,Low
Kurnool,2025-02-08,09:20,High
Anantapur,2025-06-19,19:08,Low
Nellore,2025-10-15,10:59,Low
Vizianagaram,2025-01-22,21:44,High
Anantapur,2025-04-11,22:05,Low
Krishna,2025-01-06,01:01,Low
Anantapur,2025-03-13,01:09,Medium
Krishna,2025-06-09,06:04,Low
Guntur,2025-09-12,13:33,High
Visakhapatnam,2025-01-17,23:21,Low
Chittoor,2025-06-10,17:24,Medium
Krishna,2025-12-17,20:39,Medium
Vizianagaram,2025-12-16,10:51,Low
Nellore,2025-06-15,13:30,Low
Krishna,2025-02-04,11:27,Low
Kurnool,2025-02-11,09:35,High
Nellore,2025-09-25,19:36,Medium
Guntur,2025-09-28,04:09,Medium
Kurnool,2025-07-22,23:27,Low
Guntur,2025-09-15,15:44,High
Visakhapatnam,2025-03-04,05:46,Low
Visakhapatnam,2025-04-26,17:36,Medium
West Godavari,2025-09-13,08:21,High
Visakhapatnam,2025-05-07,04:29,Medium
West Godavari,2025-04-13,01:11,High
Vizianagaram,2025-11-08,21:59,Medium
Krishna,2025-06-12,08:50,High
Prakasam,2025-09-26,10:01,Low
Chittoor,2025-02-10,04:31,Low
Vizianagaram,2025-08-28,01:28,Low
Nellore,2025-03-22,20:01,High
Krishna,2025-01-24,06:19,Medium
Prakasam,2025-12-07,09:14,Low
Srikakulam,2025-10-19,14:29,High
Anantapur,2025-11-13,03:15,Medium
West Godavari,2025-01-21,21:14,Low
Visakhapatnam,2025-06-21,19:58,Medium
YSR Kadapa,2025-07-21,21:18,High
Prakasam,2025-10-04,14:28,Low
Anantapur,2025-02-03,21:40,Medium
East Godavari,2025-09-14,14:58,Medium
Krishna,2025-10-12,17:10,Low
Vizianagaram,2025-11-15,23:45,High
Chittoor,2025-03-17,12:44,Medium
Visakhapatnam,2025-07-21,21:23,High
Kurnool,2025-01-05,17:35,High
East Godavari,2025-09-24,21:54,Low
Kurnool,2025-04-11,09:56,High
Prakasam,2025-08-28,13:43,High
Nellore,2025-08-04,02:23,High
YSR Kadapa,2025-09-23,19:11,High
Guntur,2025-12-14,16:00,High
Srikakulam,2025-03-10,15:48,Low
Guntur,2025-05-13,07:46,High
Anantapur,2025-08-01,20:29,Low
Nellore,2025-06-09,19:53,Medium
Anantapur,2025-05-17,23:19,High
Krishna,2025-02-25,02:53,Low
Nellore,2025-07-22,01:02,Medium
Prakasam,2025-05-28,23:14,High
Chittoor,2025-01-14,19:50,Low
Vizianagaram,2025-03-07,03:05,Low
Chittoor,2025-08-25,11:30,High
Srikakulam,2025-09-10,05:24,Medium
Kurnool,2025-06-20,09:49,Low
YSR Kadapa,2025-02-12,11:08,Medium
Vizianagaram,2025-01-09,17:25,High
Visakhapatnam,2025-03-09,08:12,Medium
Srikakulam,2025-06-17,03:30,Medium
Chittoor,2025-09-23,13:29,Low
West Godavari,2025-09-18,00:41,Medium
Chittoor,2025-01-14,18:56,Medium
Guntur,2025-09-18,03:08,High
Kurnool,2025-10-22,13:35,Low
West Godavari,2025-07-10,00:03,Medium
West Godavari,2025-10-14,13:49,Low
Visakhapatnam,2025-09-27,10:06,High
Kurnool,2025-07-27,23:55,Medium
Srikakulam,2025-08-21,21:14,High
West Godavari,2025-04-27,23:16,Medium
YSR Kadapa,2025-01-23,01:39,High
Prakasam,2025-07-11,00:16,Medium
Visakhapatnam,2025-05-01,22:17,Medium
Nellore,2025-04-14,12:46,Medium
Anantapur,2025-05-02,21:59,Low
Kurnool,2025-03-17,12:40,High
Visakhapatnam,2025-02-23,17:45,Low
Vizianagaram,2025-02-24,23:24,Low
YSR Kadapa,2025-02-06,13:03,High
Kurnool,2025-04-26,21:10,Low
YSR Kadapa,2025-03-11,21:32,Medium
Anantapur,2025-03-12,03:44,Low
Nellore,2025-04-18,16:17,Medium
Srikakulam,2025-01-19,04:40,Medium
Kurnool,2025-09-23,21:58,Low
Visakhapatnam,2025-02-19,19:52,High
Krishna,2025-09-07,07:21,Low
Vizianagaram,2025-05-04,13:22,High
Nellore,2025-08-20,21:28,Low
Visakhapatnam,2025-03-14,01:52,Medium
Prakasam,2025-12-23,12:55,High
Vizianagaram,2025-05-15,19:36,High
East Godavari,2025-10-09,18:27,High
Kurnool,2025-04-18,22:29,Low
West Godavari,2025-06-14,16:35,High
Visakhapatnam,2025-06-19,17:47,Low
Krishna,2025-06-22,05:29,Low
Anantapur,2025-12-28,10:25,Low
YSR Kadapa,2025-04-12,10:51,Low
West Godavari,2025-10-11,13:08,Medium
Guntur,2025-09-07,00:07,High
Anantapur,2025-10-05,13:19,Medium
YSR Kadapa,2025-08-17,13:27,Medium
Kurnool,2025-01-23,03:51,Medium
Chittoor,2025-06-12,00:10,High
Srikakulam,2025-02-07,15:47,Low
Guntur,2025-11-07,12:15,High
Nellore,2025-08-09,12:02,Medium
Prakasam,2025-05-06,07:33,Medium
Krishna,2025-12-08,18:16,Low
Visakhapatnam,2025-11-15,00:40,Low
Visakhapatnam,2025-07-23,06:32,High
Kurnool,2025-11-13,17:21,High
Nellore,2025-09-14,06:01,Medium
West Godavari,2025-01-21,12:27,Low
West Godavari,2025-08-08,21:33,Low
West Godavari,2025-02-04,04:00,High
West Godavari,2025-11-18,20:04,High
Prakasam,2025-06-27,19:22,Medium
Anantapur,2025-11-21,16:06,High
Chittoor,2025-08-14,02:06,Medium
Prakasam,2025-11-16,01:14,Medium
YSR Kadapa,2025-03-11,10:12,High
Guntur,2025-04-27,15:55,High
Krishna,2025-03-10,19:46,Medium
YSR Kadapa,2025-11-21,00:59,Low
East Godavari,2025-04-11,23:02,Low
Chittoor,2025-03-26,11:04,High
Prakasam,2025-10-14,11:42,High
Srikakulam,2025-11-04,21:02,High
Kurnool,2025-03-04,06:04,High
Guntur,2025-08-09,12:21,Low
West Godavari,2025-09-04,00:32,Medium
Krishna,2025-02-09,00:51,Low
West Godavari,2025-01-23,11:33,Low
Anantapur,2025-03-10,00:28,Low
Vizianagaram,2025-12-03,12:04,Low
Krishna,2025-05-04,16:50,Low
Nellore,2025-11-03,02:55,High
East Godavari,2025-05-04,04:31,Low
Kurnool,2025-03-09,02:54,Medium
Anantapur,2025-05-02,12:37,Low
Srikakulam,2025-06-14,20:48,High
Chittoor,2025-03-14,14:48,High
East Godavari,2025-01-13,18:14,Medium
YSR Kadapa,2025-05-15,00:17,Medium
Kurnool,2025-01-28,01:15,High
Kurnool,2025-03-26,06:49,High
Prakasam,2025-02-05,20:41,Low
Prakasam,2025-08-25,09:02,Low
Srikakulam,2025-10-17,00:07,Low
Nellore,2025-10-10,14:28,Low
Krishna,2025-07-23,11:00,High
Anantapur,2025-02-11,02:08,Medium
Srikakulam,2025-05-13,13:22,Medium
Prakasam,2025-07-19,16:20,High
Prakasam,2025-09-15,09:44,High
Visakhapatnam,2025-10-06,15:35,Medium
YSR Kadapa,2025-05-19,08:20,Medium
East Godavari,2025-07-24,07:17,Low
